NodeId,Latitude,Longitude
217756795,41.305715,2.060812
2214854846,41.305678,2.060760
2214854845,41.305648,2.060706
2214854844,41.305626,2.060636
2214854841,41.305598,2.060500
217758568,41.305588,2.060360
2214854838,41.305582,2.060263
217758146,41.305571,2.060179
2214854834,41.305554,2.060089
217758147,41.305531,2.060004
2214854827,41.305498,2.059852
2185181703,41.305487,2.059729
2214854820,41.305478,2.059635
2185181656,41.305478,2.059543
2214854821,41.305483,2.059487
2214854823,41.305492,2.059433
217759439,41.305506,2.059369
2214854832,41.305525,2.059304
2185181601,41.305555,2.059206
2214854836,41.305572,2.059129
2185181705,41.305581,2.059056
2218373535,41.305587,2.058952
2185181626,41.305586,2.058877
2218373534,41.305585,2.058818
2218373532,41.305584,2.058755
2185181973,41.305577,2.058699
8615513527,41.305562,2.058596
8615513528,41.305538,2.058494
217759440,41.305486,2.058326
2185181712,41.305448,2.058153
8075304998,41.305443,2.058118
8075305009,41.305426,2.058028
1280617682,41.305355,2.057686
217759450,41.305164,2.056765
217759451,41.304961,2.055820
217761423,41.304875,2.055447
217761425,41.304774,2.055113
473483369,41.304700,2.054898
473483528,41.304358,2.053867
473483455,41.304056,2.052987
473483370,41.303997,2.052814
8075305008,41.303972,2.052741
8075304999,41.303933,2.052625
214927131,41.303844,2.052365
214927130,41.303689,2.051834
214927129,41.303488,2.050997
214927127,41.303353,2.050328
214927126,41.303179,2.049667
2908895169,41.303160,2.049596
7191258781,41.302799,2.048242
214927124,41.302753,2.048070
4549490596,41.302194,2.045996
473593917,41.302153,2.045841
473593916,41.302063,2.045503
4549490595,41.302027,2.045377
8075305007,41.302017,2.045338
6487401608,41.301684,2.044155
6487401472,41.301325,2.042832
6487401466,41.301277,2.042655
214927122,41.301089,2.041962
7195365665,41.300994,2.041557
6487401429,41.300940,2.041328
214927120,41.300859,2.040852
1828097752,41.300783,2.040204
214927117,41.300667,2.039057
7191303706,41.300660,2.038979
7191303707,41.300623,2.038696
7191303705,41.300620,2.038669
214927115,41.300477,2.037839
7179581690,41.300361,2.037410
214927114,41.300309,2.037221
7179581686,41.300241,2.037031
214927113,41.300000,2.036363
8075305006,41.299708,2.035539
214925654,41.299655,2.035391
214925790,41.299636,2.035232
214924711,41.299651,2.034946
214924714,41.299670,2.034870
1909914951,41.299671,2.034782
214923394,41.299653,2.034703
214924716,41.299575,2.034576
214923395,41.299534,2.034547
214925488,41.299378,2.034413
214922962,41.299275,2.034276
6369783674,41.299265,2.034249
9455940198,41.299076,2.033690
2908872140,41.298987,2.033462
214922961,41.298757,2.032813
1909914944,41.298554,2.032261
214922960,41.298291,2.031625
1909914943,41.297904,2.030737
7179662314,41.297610,2.030002
214922959,41.297512,2.029756
7193654308,41.297154,2.028837
9579364161,41.296918,2.028227
7179581476,41.296316,2.026678
9455940175,41.295873,2.025532
9579377453,41.295844,2.025457
214922958,41.295397,2.024312
9579335351,41.295316,2.024102
9455940197,41.295115,2.023587
1909914942,41.294706,2.022593
9579408942,41.294638,2.022414
7195445121,41.294442,2.021903
1909914940,41.294346,2.021654
214922957,41.294209,2.021248
9579408899,41.294184,2.021168
1909914938,41.294106,2.020916
7195445115,41.293965,2.020413
9579442889,41.293564,2.018981
214922956,41.293546,2.018916
7195445128,41.293419,2.018482
214922955,41.293357,2.018267
1932948251,41.293285,2.018039
1909914933,41.293207,2.017837
1932948248,41.293140,2.017691
1932948247,41.293056,2.017534
9455940196,41.292996,2.017420
1410302885,41.292862,2.017190
9579423564,41.292395,2.016420
214922953,41.292361,2.016365
9579423570,41.291950,2.015676
9455940187,41.291869,2.015540
214922009,41.291849,2.015506
2000517435,41.291742,2.015307
1909914916,41.291731,2.015286
1909914913,41.291641,2.015098
206190537,41.291631,2.014926
206190538,41.291652,2.014850
206190539,41.291654,2.014730
206190540,41.291626,2.014624
206190542,41.291571,2.014527
1909914909,41.291510,2.014480
206190543,41.291439,2.014454
206190597,41.291319,2.014368
2000517433,41.291173,2.014243
206190598,41.291152,2.014225
206190601,41.291055,2.014126
206190980,41.290624,2.013262
206190992,41.290461,2.012721
206190993,41.290410,2.012483
1907099374,41.290378,2.012187
206190995,41.290337,2.011893
1907099373,41.290272,2.011623
206190996,41.290237,2.011486
206190997,41.290197,2.011349
1907099372,41.290186,2.011169
206191002,41.290217,2.011060
206191004,41.290306,2.010919
1907199953,41.290499,2.010759
1907209515,41.290767,2.010535
1907099376,41.291136,2.010185
307445611,41.291660,2.009651
206191025,41.291806,2.009501
206345809,41.292412,2.008885
307445405,41.292563,2.008729
1912150541,41.293082,2.008218
307446465,41.293613,2.007736
206346771,41.293434,2.007830
206346772,41.293247,2.007915
206346773,41.293124,2.007924
206346774,41.292963,2.007864
206346775,41.292750,2.007632
206346776,41.292621,2.007478
206346777,41.292428,2.007306
206346778,41.292228,2.007237
206346779,41.291970,2.007177
206346780,41.291757,2.007151
206346781,41.291551,2.007100
206346782,41.291280,2.006946
206346783,41.291119,2.006774
206346586,41.290874,2.006465
206346587,41.290087,2.005006
209106801,41.288638,2.002229
4207764297,41.288403,2.001859
209108070,41.287993,2.001216
209108779,41.286851,1.999361
215752952,41.285258,1.997010
209108780,41.284962,1.996582
209131985,41.283511,1.994415
209131986,41.281602,1.991601
210316606,41.280762,1.990354
209131989,41.279893,1.989080
7206279561,41.279725,1.988809
209131990,41.279121,1.987834
209131991,41.278538,1.986823
209131992,41.277971,1.985775
209131994,41.277506,1.984874
10225817085,41.277111,1.984065
209130785,41.276732,1.983372
209149365,41.276248,1.982111
209149366,41.275711,1.980545
8978199711,41.275398,1.979588
209149368,41.274568,1.977047
1910248896,41.273954,1.974997
209149373,41.273564,1.973860
209149374,41.272928,1.972198
209149376,41.272577,1.971474
209149378,41.272140,1.970726
209149380,41.271736,1.970107
209149381,41.271219,1.969413
8978199713,41.271081,1.969223
209149382,41.270672,1.968658
209149383,41.270120,1.967845
211175134,41.269829,1.967358
1910248892,41.269451,1.966657
209149387,41.269068,1.965854
209149388,41.268701,1.964944
209149390,41.268333,1.963820
209149391,41.268125,1.962947
1910248891,41.267950,1.962176
209149392,41.267817,1.961451
209149393,41.267626,1.960069
8978186960,41.267471,1.958618
279746477,41.266714,1.951509
8978186962,41.266202,1.946916
2303947277,41.265807,1.943372
279746478,41.265797,1.943280
2303947237,41.265703,1.942450
321826112,41.265632,1.941742
2303947234,41.265604,1.941493
321826132,41.265592,1.941318
2303947239,41.265388,1.939537
321826051,41.265225,1.938019
2303947241,41.265166,1.937520
321826064,41.265110,1.937107
7304606659,41.265030,1.936603
279746479,41.264912,1.935986
7304606660,41.264762,1.935357
8978186963,41.264699,1.935114
2303947243,41.264604,1.934742
2303947245,41.264414,1.934082
2303947247,41.264303,1.933741
475231377,41.264209,1.933411
2303947251,41.263960,1.932640
2303947249,41.263703,1.931849
4311741110,41.263391,1.930877
7304606640,41.263220,1.930338
321825741,41.263056,1.929774
2711565437,41.262914,1.929153
7326262334,41.262860,1.928860
279746480,41.262818,1.928605
7304606632,41.262781,1.928334
7304606633,41.262735,1.927739
2711565434,41.262661,1.925974
8978186965,41.262620,1.923513
279746481,41.262614,1.923144
4469874247,41.262597,1.922653
2711565433,41.262555,1.922118
4469874246,41.262491,1.921584
529677968,41.262421,1.921150
4469874242,41.262302,1.920543
529677967,41.262137,1.919937
4469874239,41.261950,1.919363
529677965,41.261721,1.918790
529677962,41.260697,1.916735
4311741109,41.260330,1.915655
2711563415,41.260034,1.914645
4311741106,41.259826,1.913615
8978186967,41.259689,1.912833
529677960,41.259551,1.912039
2711563411,41.259421,1.910615
2711563409,41.259384,1.909267
4311741105,41.259369,1.907269
528908122,41.259305,1.905796
2711556024,41.259199,1.904732
279746482,41.259033,1.903717
528908118,41.258648,1.902650
279746483,41.258064,1.901659
7321407196,41.257766,1.901344
2245166501,41.257300,1.900853
2245166499,41.257096,1.900635
2245166497,41.256916,1.900430
2245166496,41.256784,1.900277
528908123,41.256583,1.900017
2245166494,41.256168,1.899505
2245166493,41.255740,1.898904
2245166491,41.255317,1.898160
2245166489,41.255000,1.897387
2245166487,41.254714,1.896462
2245166485,41.254453,1.895705
2245166483,41.254143,1.894954
386775304,41.253814,1.894283
2245166481,41.253701,1.894106
1125509489,41.253583,1.893946
1125509603,41.253397,1.893700
529677953,41.253188,1.893441
1125509530,41.252917,1.893184
279746485,41.252633,1.892942
1125509555,41.252363,1.892757
1125509452,41.252074,1.892568
8978103265,41.251903,1.892454
529677948,41.251593,1.892248
1125509476,41.251337,1.892047
529677951,41.251139,1.891874
2245166478,41.250965,1.891691
2245166476,41.250853,1.891564
1125509608,41.250743,1.891429
279746486,41.250632,1.891280
2245166473,41.250531,1.891134
2245166472,41.250430,1.890984
1125509512,41.250330,1.890823
2245166468,41.250237,1.890651
2245166465,41.250162,1.890503
279746487,41.250120,1.890403
2245166455,41.249774,1.889371
2245166449,41.249556,1.888216
2245166447,41.249488,1.886731
2245166451,41.249579,1.885066
2245166452,41.249581,1.883946
2245166448,41.249493,1.882390
8978103267,41.249454,1.882026
2245166439,41.249307,1.880671
2245166438,41.249262,1.878662
2245166443,41.249397,1.876672
2245166450,41.249576,1.875098
2245166456,41.249847,1.873379
2245166464,41.250158,1.871608
529677936,41.250281,1.870445
7334309312,41.250280,1.870230
2245166470,41.250278,1.870073
2245166469,41.250253,1.869656
2245166467,41.250226,1.869356
2245166466,41.250190,1.869029
529677943,41.250140,1.868663
529677939,41.250046,1.868082
279746488,41.249774,1.866937
529677932,41.249325,1.865686
279746489,41.248726,1.864548
529677929,41.247990,1.863570
529677926,41.247154,1.862736
529677922,41.245960,1.861878
2121029650,41.245655,1.861604
529677924,41.245391,1.861312
7334309310,41.245191,1.861045
279746490,41.244934,1.860702
2121029646,41.244656,1.860200
529677915,41.244410,1.859630
2121029636,41.244187,1.858980
279746491,41.244038,1.858250
529677919,41.243975,1.857454
279746492,41.244016,1.856471
2105787814,41.244229,1.855376
2711225190,41.244474,1.854499
2711225247,41.244784,1.853271
2711225317,41.245046,1.852173
2711225322,41.245066,1.852087
2711225327,41.245084,1.852010
2711225394,41.245334,1.850962
2711225430,41.245672,1.849375
529677907,41.245758,1.848928
9572338324,41.245861,1.848239
9572338323,41.245950,1.847486
9572338322,41.245994,1.847033
279746494,41.246024,1.846557
9572338325,41.246054,1.845940
529677896,41.246067,1.845310
2245177607,41.246071,1.844249
279746495,41.246048,1.843209
2245177605,41.245999,1.840478
2245177603,41.245950,1.839328
2245177599,41.245872,1.838295
8978103271,41.245824,1.837754
2245177595,41.245774,1.837177
2245177586,41.245641,1.835912
2245177578,41.245479,1.834437
2245177574,41.245413,1.833031
2245177569,41.245404,1.831720
2245177576,41.245437,1.830765
324733201,41.245501,1.829680
2245177584,41.245568,1.829058
2245177591,41.245713,1.827966
279746496,41.245849,1.827183
8978103273,41.245970,1.826440
9572331332,41.246181,1.824961
300008641,41.246249,1.824271
529677901,41.246271,1.823845
9572331333,41.246286,1.823254
279746497,41.246272,1.822873
2110612100,41.246244,1.822473
529677894,41.246191,1.822037
671533477,41.246116,1.821580
300008671,41.245969,1.820916
671533469,41.245677,1.819758
9572340114,41.245535,1.819185
300008640,41.245427,1.818616
4924184607,41.245371,1.818213
279746498,41.245336,1.817648
9572340115,41.245321,1.817029
9572340116,41.245331,1.816728
9572378539,41.245403,1.815964
383894524,41.245447,1.815666
4924184610,41.245563,1.815090
8978103275,41.245626,1.814855
383894525,41.245740,1.814432
4311776065,41.245940,1.813914
4228108001,41.247467,1.809720
529677878,41.248474,1.807040
383894522,41.248603,1.806724
529677875,41.248810,1.806237
4934571494,41.249192,1.805341
279746500,41.249597,1.804499
8978161910,41.249708,1.804272
279746501,41.251152,1.801330
4934571500,41.251557,1.800342
384344926,41.251918,1.799344
279746502,41.252336,1.797924
9572558862,41.252463,1.797430
384344924,41.252740,1.795994
1117810994,41.252886,1.795004
1117810987,41.252953,1.794332
1117811213,41.252998,1.793792
279746503,41.253031,1.793206
1117811034,41.253041,1.792558
1117810796,41.253035,1.791850
1117810810,41.252997,1.791150
1117811249,41.252974,1.790809
279746504,41.252941,1.790464
1117811016,41.252877,1.789949
1117810958,41.252794,1.789441
1117811120,41.252683,1.788885
384344922,41.252561,1.788353
1117811168,41.252465,1.787978
1117811155,41.252357,1.787625
1117810947,41.252259,1.787306
279746505,41.252145,1.786989
1117811031,41.252004,1.786604
1117811175,41.251850,1.786233
1117811239,41.251682,1.785849
1117810968,41.251503,1.785468
1117810850,41.251266,1.785006
1117811270,41.251026,1.784592
1117811174,41.250778,1.784199
1117810871,41.250490,1.783783
384344921,41.250207,1.783394
279746506,41.250047,1.783214
384344918,41.249748,1.782859
8978161912,41.249481,1.782578
1117811125,41.249001,1.782074
279746507,41.248238,1.781297
1117810970,41.247876,1.780922
1117810919,41.247519,1.780527
1117810880,41.247156,1.780115
384344915,41.246840,1.779746
1117811149,41.246261,1.778997
1117810891,41.245940,1.778548
384344912,41.245669,1.778146
1117810829,41.245304,1.777577
1117811151,41.244954,1.776981
1117811051,41.244624,1.776382
384344911,41.244289,1.775726
1402744851,41.244007,1.775133
1402744849,41.243741,1.774526
1402744846,41.243499,1.773936
279746508,41.243253,1.773280
1402744824,41.242964,1.772414
279746509,41.242913,1.772251
279746510,41.242755,1.771727
1402744813,41.242469,1.770504
2245166353,41.242398,1.770194
1402744806,41.242335,1.769893
2245166339,41.242251,1.769456
1402744800,41.242176,1.769006
1402744790,41.242126,1.768601
1402744783,41.242091,1.768241
2245166304,41.242065,1.767861
1402744780,41.242053,1.767537
2245166298,41.242049,1.767137
2245166300,41.242053,1.766823
1122256631,41.242069,1.766460
1402744784,41.242079,1.766302
1402744797,41.242212,1.765048
2245166337,41.242249,1.764630
8775056,41.242306,1.764292
2245166347,41.242336,1.764150
424328552,41.242370,1.764000
1402744808,41.242406,1.763857
2245166360,41.242479,1.763629
2245166371,41.242533,1.763486
8775058,41.242594,1.763340
2245166384,41.242699,1.763122
8775059,41.243050,1.762465
8775061,41.243293,1.762033
2245166417,41.243379,1.761854
2245166419,41.243436,1.761722
2245166420,41.243488,1.761586
2245166422,41.243533,1.761443
420341038,41.243610,1.761159
2245166425,41.243632,1.760991
2245166427,41.243639,1.760865
2245166426,41.243637,1.760742
2245166424,41.243628,1.760606
1402703024,41.243612,1.760498
2245166423,41.243587,1.760385
8775066,41.243558,1.760294
1402721205,41.243507,1.760171
1402703017,41.243448,1.760057
8775067,41.243287,1.759791
8775069,41.242995,1.759375
1402721199,41.242805,1.759091
1402721197,41.242712,1.758960
8775070,41.242617,1.758822
1402721171,41.242185,1.758176
4354901267,41.242038,1.757915
4354901264,41.241898,1.757655
8775071,41.241806,1.757517
4354901262,41.241768,1.757428
8775073,41.241752,1.757391
4354901260,41.241741,1.757364
4354901259,41.241618,1.757074
8775074,41.241401,1.756588
4354901258,41.241223,1.756227
8775075,41.241013,1.755849
4354901257,41.240820,1.755532
8775077,41.240610,1.755218
4354901256,41.240368,1.754865
8775079,41.240122,1.754503
4354901255,41.239919,1.754179
8775080,41.239732,1.753847
4354901254,41.239553,1.753492
8775081,41.239401,1.753113
4354901253,41.239317,1.752881
4354901252,41.239229,1.752609
4354901251,41.239163,1.752373
8775035,41.239101,1.752118
4354901250,41.239071,1.751956
4354901249,41.239056,1.751885
4354901248,41.239011,1.751634
8775036,41.238931,1.751104
4354901247,41.238858,1.750604
8775037,41.238785,1.750095
4354901246,41.238742,1.749831
4354901245,41.238694,1.749574
8775038,41.238591,1.749097
4354901244,41.238524,1.748847
4354901243,41.238455,1.748588
8775039,41.238326,1.748176
4354901242,41.238227,1.747874
8775040,41.238028,1.747347
4354901240,41.237845,1.746886
8775041,41.237655,1.746405
4354901238,41.237564,1.746176
4354901235,41.237448,1.745878
8775042,41.237250,1.745351
4354901229,41.237108,1.744940
8775043,41.236958,1.744441
4354901228,41.236839,1.744011
8775044,41.236712,1.743486
4354901215,41.236629,1.743087
4354901214,41.236607,1.742968
8775045,41.236522,1.742480
4354901194,41.236441,1.741958
8775046,41.236390,1.741436
1402668318,41.236352,1.740961
4354901190,41.236335,1.740702
8775047,41.236315,1.740283
1402668305,41.236307,1.739590
8775048,41.236317,1.738885
1402668317,41.236338,1.738288
4354901191,41.236358,1.737902
4354901192,41.236386,1.737495
4354901193,41.236395,1.737345
8775053,41.236445,1.736702
4354901197,41.236472,1.736380
8775054,41.236521,1.735843
4354901209,41.236589,1.735028
4354901211,41.236591,1.735006
8774842,41.236625,1.734608
4354901218,41.236636,1.734474
4354901222,41.236661,1.734140
4354901224,41.236701,1.733651
8774841,41.236729,1.733170
4354901226,41.236756,1.732718
4354776999,41.236777,1.732265
4354777000,41.236778,1.732248
8774840,41.236799,1.731696
4354606850,41.236807,1.731446
1306267996,41.236804,1.731113
4354606851,41.236804,1.731058
4354606852,41.236809,1.730668
4354729770,41.236809,1.730591
8774839,41.236809,1.730441
9945721379,41.236801,1.729963
8774838,41.236787,1.729197
4354606849,41.236778,1.728962
6260866309,41.236775,1.728858
4354606846,41.236761,1.728450
9946104487,41.236758,1.728378
8774837,41.236740,1.727952
4354513127,41.236700,1.727336
4354513126,41.236669,1.726794
8774836,41.236653,1.726499
4354513125,41.236627,1.726070
8774835,41.236570,1.725165
8774834,41.236478,1.723834
7815142985,41.236467,1.723684
8774893,41.236395,1.722759
8774891,41.236284,1.721686
8774890,41.236171,1.720716
8774888,41.235980,1.719476
1402804387,41.235880,1.718934
8774887,41.235775,1.718443
1402804374,41.235656,1.717925
8774886,41.235539,1.717452
4354513124,41.235442,1.717092
4354513123,41.235428,1.717039
1402804371,41.235422,1.717018
8774884,41.235324,1.716694
937508435,41.235177,1.716236
937508492,41.235096,1.715990
8774883,41.234942,1.715556
4354513122,41.234768,1.715105
